0.032,6.2412,0.1
0.0209,26.9411,0.2
0.0205,61.4867,0.3
0.0206,114.2543,0.4
0.0296,174.5494,0.5
0.0313,281.62,0.6
0.0288,391.7803,0.7
0.0287,511.5725,0.8
0.0339,590.1488,0.9
0.02,7.4482,0.1
0.0195,27.0514,0.2
0.0387,62.5056,0.3
0.037,127.5924,0.4
0.0213,180.2091,0.5
0.0198,286.2899,0.6
0.0228,396.7848,0.7
0.0183,523.3002,0.8
0.0469,604.0556,0.9
0.0209,6.367,0.1
0.0205,27.5485,0.2
0.0189,63.1014,0.3
0.0257,117.217,0.4
0.0237,178.61,0.5
0.0311,288.0506,0.6
0.0211,394.3847,0.7
0.0219,520.9022,0.8
0.0287,604.4662,0.9
0.0221,6.3826,0.1
0.0202,27.4432,0.2
0.0312,62.8983,0.3
0.0188,116.7773,0.4
0.0211,179.9748,0.5
0.0431,288.189,0.6
0.0187,393.4763,0.7
0.0252,523.9419,0.8
0.0281,605.2037,0.9
0.0286,6.3972,0.1
0.0201,27.2557,0.2
0.0229,63.0702,0.3
0.0239,117.4982,0.4
0.0249,181.4007,0.5
0.0362,292.2205,0.6
0.0324,395.4035,0.7
0.0508,522.046,0.8
0.0294,600.0597,0.9
0.023,6.4139,0.1
0.0272,27.3963,0.2
0.0333,63.291,0.3
0.0206,118.1889,0.4
0.0233,178.8934,0.5
0.2097,287.5016,0.6
0.019,407.0552,0.7
0.0206,522.97,0.8
0.0278,599.1191,0.9
0.0216,6.2742,0.1
0.0194,27.065,0.2
0.0293,62.4431,0.3
0.024,117.4201,0.4
0.0312,180.0361,0.5
0.0275,287.5328,0.6
0.026,395.4347,0.7
0.0444,529.0703,0.8
0.027,601.6599,0.9
0.0226,6.2732,0.1
0.0189,28.5401,0.2
0.0287,62.6327,0.3
0.0227,118.6129,0.4
0.023,180.2726,0.5
0.046,285.3837,0.6
0.023,396.8785,0.7
0.0193,519.9291,0.8
0.0231,603.8256,0.9
0.0218,6.4763,0.1
0.0312,27.2379,0.2
0.0191,62.8359,0.3
0.0212,119.3192,0.4
0.043,178.8913,0.5
0.0263,286.9849,0.6
0.0226,392.3459,0.7
0.0384,521.5126,0.8
0.0235,607.2113,0.9
0.0219,6.4285,0.1
0.025,28.1704,0.2
0.0218,63.725,0.3
0.0192,119.1463,0.4
0.022,181.7779,0.5
0.0189,289.8215,0.6
0.0286,397.6296,0.7
0.0201,528.1943,0.8
0.0296,608.7082,0.9
