0.0042,57.5814,0.1
0.016,55.5853,0.1
0.0166,55.7201,0.1
0.0031,55.3143,0.1
0.0032,55.242,0.1
0.0169,55.2296,0.1
0.0026,55.3469,0.1
0.0025,55.1986,0.1
0.016,55.2465,0.1
0.0188,55.1542,0.1
0.0057,222.1508,0.2
0.0024,223.5322,0.2
0.0032,222.1373,0.2
0.0142,222.2503,0.2
0.0032,222.588,0.2
0.0154,223.0354,0.2
0.0182,222.4118,0.2
0.015,224.0717,0.2
0.0157,223.593,0.2
0.0108,223.8535,0.2
0.003,503.2124,0.3
0.5548,503.2674,0.3
0.0044,512.8525,0.3
0.0135,505.3682,0.3
0.0184,508.1875,0.3
0.0163,515.6007,0.3
0.0018,515.925,0.3
0.0025,508.8075,0.3
0.0025,504.6793,0.3
0.0157,507.7571,0.3
0.0156,898.7794,0.4
0.0174,896.0454,0.4
0.003,907.1066,0.4
0.0173,897.3817,0.4
0.0022,895.6868,0.4
0.016,895.2001,0.4
0.0152,892.2886,0.4
0.0031,912.091,0.4
0.0034,908.8957,0.4
0.0147,909.9637,0.4
0.0159,1430.0817,0.5
0.0044,1436.5372,0.5
0.0298,1447.852,0.5
0.0171,1435.1636,0.5
0.0176,1443.0984,0.5
0.0053,1359.604,0.5
0.0052,1359.5595,0.5
0.0023,1359.2491,0.5
0.0194,1359.9682,0.5
0.0022,1359.5113,0.5
0.0246,1975.5305,0.6
0.0179,1966.9912,0.6
0.0047,1964.2577,0.6
0.0033,1965.7482,0.6
0.0183,1962.9687,0.6
0.0183,1968.2862,0.6
0.0151,1968.5129,0.6
0.0034,1969.1022,0.6
0.0155,1964.9711,0.6
0.0029,1961.7161,0.6
0.0032,2678.8487,0.7
0.0031,2678.3761,0.7
0.0033,2677.4331,0.7
0.0143,2673.0331,0.7
0.0041,2664.9963,0.7
0.0033,2665.0538,0.7
0.0028,2666.7924,0.7
0.537,2671.5053,0.7
0.0151,2670.8461,0.7
0.0028,2671.8054,0.7
0.0171,3561.9537,0.8
0.0037,3554.8404,0.8
0.0032,3553.8996,0.8
0.0024,3559.2734,0.8
0.0124,3562.6777,0.8
0.0035,3571.0632,0.8
0.0033,3549.0088,0.8
0.0027,3727.9693,0.8
0.0023,4170.1115,0.8
0.0125,3539.5374,0.8
0.0023,4627.9867,0.9
0.0028,4642.9287,0.9
0.0158,4606.0234,0.9
0.0173,4635.7192,0.9
0.0146,4767.9176,0.9
0.0007,4497.9489,0.9
0.0032,4482.9713,0.9
0.0022,4555.9894,0.9
0.0181,4555.926,0.9
0.0143,4536.3464,0.9
