0.0147,34.2108,0.1
0.0145,34.0315,0.1
0.0149,34.3531,0.1
0.0048,34.1892,0.1
0.003,34.0955,0.1
0.0134,34.0607,0.1
0.0018,34.2329,0.1
0.012,34.186,0.1
0.0025,33.9379,0.1
0.0218,34.216,0.1
0.0022,136.9931,0.2
0.004,136.6498,0.2
0.7013,136.7234,0.2
0.0025,136.5117,0.2
0.0171,136.2052,0.2
0.0149,136.5783,0.2
0.0025,136.6981,0.2
0.0287,136.3909,0.2
0.0031,136.939,0.2
0.0021,136.9485,0.2
0.0189,307.5952,0.3
0.0179,307.6026,0.3
0.0142,308.9827,0.3
0.6327,310.6531,0.3
0.0154,309.0366,0.3
0.0118,309.3468,0.3
0.0131,311.4274,0.3
0.0187,308.231,0.3
0.0033,308.0667,0.3
0.0027,306.8646,0.3
0.0185,549.713,0.4
0.0182,549.0492,0.4
0.0188,553.641,0.4
0.0023,552.8178,0.4
0.0486,557.47,0.4
0.0165,552.556,0.4
0.0034,555.2583,0.4
0.0116,550.6336,0.4
0.0169,551.3326,0.4
0.0032,550.6439,0.4
0.0138,854.8756,0.5
0.0195,855.6654,0.5
0.0174,1352.1654,0.5
0.0137,1351.1168,0.5
0.0145,1351.7472,0.5
0.0203,1352.141,0.5
0.0162,1352.3593,0.5
0.0176,1350.8619,0.5
0.0125,1352.8522,0.5
0.022,1353.6436,0.5
0.0143,1949.2051,0.6
0.0027,1943.3569,0.6
0.0158,1966.9759,0.6
0.0043,1965.6496,0.6
0.0162,2013.2904,0.6
0.0185,1965.0945,0.6
0.0017,1961.9669,0.6
0.0158,2039.476,0.6
0.003,1966.0567,0.6
0.0103,2010.9177,0.6
0.0164,2671.5126,0.7
0.0022,2672.829,0.7
0.0027,2779.7848,0.7
0.016,2674.5848,0.7
0.0037,2741.2806,0.7
0.003,2817.1701,0.7
0.0155,2695.2539,0.7
0.0164,2685.6372,0.7
0.0161,2696.7459,0.7
0.016,2683.7663,0.7
0.0168,3504.9159,0.8
0.0071,3495.6013,0.8
0.0165,3523.5952,0.8
0.0034,3513.5737,0.8
0.0145,3523.6946,0.8
0.0171,3512.7846,0.8
0.0172,3536.0589,0.8
0.004,3513.4052,0.8
0.0141,3509.7994,0.8
0.0227,3585.8755,0.8
0.0208,4509.8697,0.9
0.012,4510.4114,0.9
0.005,4499.4705,0.9
0.003,4491.1488,0.9
0.0051,4474.258,0.9
0.0029,4502.178,0.9
0.0051,4404.0405,0.9
0.0181,4445.2696,0.9
0.0028,4289.4178,0.9
0.0115,4329.3906,0.9
